Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Produtos complementares (product.metafields.shopify--discovery--product_recommendation.complementary_products),Produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configurações de produtos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsionamentos de produtos na pesquisa (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,6g,,,4/0,,,,,'4075080512000640,6.0,,0,deny,manual,3.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,6g,,,5/0,,,,,'4075080512000650,6.0,,0,deny,manual,3.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,8g,,,3/0,,,,,'4075080512000830,8.0,shopify,-10,deny,manual,3.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,8g,,,4/0,,,,,'4075080512000840,8.0,,0,deny,manual,3.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,8g,,,5/0,,,,,'4075080512000850,8.0,,0,deny,manual,3.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,10g,,,3/0,,,,,'4075080512001030,10.0,shopify,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,10g,,,4/0,,,,,'4075080512001040,10.0,,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,10g,,,5/0,,,,,'4075080512001050,10.0,,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,12g,,,3/0,,,,,'4075080512001230,12.0,shopify,-12,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,12g,,,4/0,,,,,'4075080512001240,12.0,,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,12g,,,5/0,,,,,'4075080512001250,12.0,,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,14g,,,3/0,,,,,'4075080512001430,14.0,shopify,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,14g,,,4/0,,,,,'4075080512001440,14.0,,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,14g,,,5/0,,,,,'4075080512001450,14.0,,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,15g,,,3/0,,,,,'4075080512001530,15.0,shopify,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,15g,,,4/0,,,,,'4075080512001540,15.0,,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,15g,,,5/0,,,,,'4075080512001550,15.0,,0,deny,manual,3.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,20g,,,3/0,,,,,'4075080512002030,20.0,shopify,-11,deny,manual,4.37,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,20g,,,4/0,,,,,'4075080512002040,20.0,,0,deny,manual,4.37,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,20g,,,5/0,,,,,'4075080512002050,20.0,,0,deny,manual,4.37,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,25g,,,3/0,,,,,'4075080512002530,25.0,shopify,0,deny,manual,4.37,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,25g,,,4/0,,,,,'4075080512002540,25.0,,0,deny,manual,4.37,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,25g,,,5/0,,,,,'4075080512002550,25.0,,0,deny,manual,4.37,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,30g,,,3/0,,,,,'4075080512003030,30.0,shopify,0,deny,manual,4.37,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,30g,,,4/0,,,,,'4075080512003040,30.0,,0,deny,manual,4.37,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,30g,,,5/0,,,,,'4075080512003050,30.0,,0,deny,manual,4.37,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,40g,,,3/0,,,,,'4075080512004030,40.0,shopify,0,deny,manual,5.62,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,40g,,,4/0,,,,,'4075080512004040,40.0,,0,deny,manual,5.62,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,40g,,,5/0,,,,,'4075080512004050,40.0,,0,deny,manual,5.62,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,50g,,,3/0,,,,,'4075080512005030,50.0,shopify,0,deny,manual,6.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,50g,,,4/0,,,,,'4075080512005040,50.0,,0,deny,manual,6.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,50g,,,5/0,,,,,'4075080512005050,50.0,,0,deny,manual,6.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,60g,,,3/0,,,,,'4075080512006030,60.0,shopify,0,deny,manual,6.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,60g,,,4/0,,,,,'4075080512006040,60.0,,0,deny,manual,6.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,60g,,,5/0,,,,,'4075080512006050,60.0,,0,deny,manual,6.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,70g,,,3/0,,,,,'4075080512007030,70.0,shopify,-11,deny,manual,6.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,70g,,,4/0,,,,,'4075080512007040,70.0,,0,deny,manual,6.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-laranja-anzois-maiores,,,,,,,,,70g,,,5/0,,,,,'4075080512007050,70.0,,0,deny,manual,6.86,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural_49b981de-ce37-4a1d-80a8-94d9f3105a80.jpg?v=1662059777,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,Anzol Jig Head 60° Esférica Natural Anzóis Maiores (3/0 - 5/0),<p>Anzol Jig Head Esférica</p>,Chumbada Oficial,Sem categoria,"","60 Graus, Jig Head, jig head esferica, Jig Head Esferica Maior, jig head esferica natural, natural",true,Peso,2g,,Tamanho do Anzol,3/0,,,,,'4075070112000230,2.0,shopify,-10,deny,manual,1.93,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,1,Chumbada Jig Head 60 Graus,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,active
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,2g,,,4/0,,,,,'4075070112000240,2.0,,0,deny,manual,1.93,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/TamanhoJH60oTam3-0_df55f56f-bcca-4ec1-b3a7-7e45af9f3f10.png?v=1701356647,2,Chumbada Jig Head 60 Graus,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,2g,,,5/0,,,,,'4075070112000250,2.0,,0,deny,manual,1.93,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/TamanhoJH60oTam4-0_9f668523-9438-4352-810e-35fc5e8c5ba2.png?v=1701356647,3,Chumbada Jig Head 60 Graus,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,4g,,,3/0,,,,,'4075070112000430,4.0,shopify,0,deny,manual,1.93,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/TamanhoJH60oTam5-0_4eb73881-2715-4967-bb8f-6693d07f5877.png?v=1701356648,4,Chumbada Jig Head 60 Graus,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,4g,,,4/0,,,,,'4075070112000440,4.0,,0,deny,manual,1.93,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,4g,,,5/0,,,,,'4075070112000450,4.0,,0,deny,manual,1.93,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,5g,,,3/0,,,,,'4075070112000530,5.0,shopify,-10,deny,manual,2.20,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,5g,,,4/0,,,,,'4075070112000540,5.0,,0,deny,manual,2.20,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,5g,,,5/0,,,,,'4075070112000550,5.0,,0,deny,manual,2.20,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,6g,,,3/0,,,,,'4075070112000630,6.0,shopify,-15,deny,manual,2.20,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,6g,,,4/0,,,,,'4075070112000640,6.0,,0,deny,manual,2.20,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,6g,,,5/0,,,,,'4075070112000650,6.0,,0,deny,manual,2.20,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,8g,,,3/0,,,,,'4075070112000830,8.0,shopify,-15,deny,manual,2.20,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,8g,,,4/0,,,,,'4075070112000840,8.0,,-1,deny,manual,2.20,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,8g,,,5/0,,,,,'4075070112000850,8.0,,-1,deny,manual,2.20,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,10g,,,3/0,,,,,'4075070112001030,10.0,shopify,-45,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,10g,,,4/0,,,,,'4075070112001040,10.0,,-6,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,10g,,,5/0,,,,,'4075070112001050,10.0,,-1,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,12g,,,3/0,,,,,'4075070112001230,12.0,shopify,-15,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,12g,,,4/0,,,,,'4075070112001240,12.0,,-1,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,12g,,,5/0,,,,,'4075070112001250,12.0,,-1,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,14g,,,3/0,,,,,'4075070112001430,14.0,shopify,0,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,14g,,,4/0,,,,,'4075070112001440,14.0,,0,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,14g,,,5/0,,,,,'4075070112001450,14.0,,0,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,15g,,,3/0,,,,,'4075070112001530,15.0,shopify,-25,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,15g,,,4/0,,,,,'4075070112001540,15.0,,0,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,15g,,,5/0,,,,,'4075070112001550,15.0,,-10,deny,manual,2.66,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,20g,,,3/0,,,,,'4075070112002030,20.0,shopify,-25,deny,manual,3.17,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,20g,,,4/0,,,,,'4075070112002040,20.0,,-25,deny,manual,3.17,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,20g,,,5/0,,,,,'4075070112002050,20.0,,0,deny,manual,3.17,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,25g,,,3/0,,,,,'4075070112002530,25.0,shopify,-15,deny,manual,3.17,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,25g,,,4/0,,,,,'4075070112002540,25.0,,-30,deny,manual,3.17,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,25g,,,5/0,,,,,'4075070112002550,25.0,,-10,deny,manual,3.17,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
chumbada-jig-head-esferica-60-natural-anzois-maiores,,,,,,,,,30g,,,3/0,,,,,'4075070112003030,30.0,shopify,-15,deny,manual,3.17,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0454/5845/6736/products/JHEsf60Natural1.png?v=1701356647,kg,,,
